rating,title,status,pros,cons,advice,Recommend,CEO Approval,Business Outlook,Career Opportunities,Compensation and Benefits,Senior Management,Work/Life Balance,Culture & Values,Diversity & Inclusion,firm_link,date,job,index
5.0,Great for people looking to build a career,Current Employee,"Pay is great
Wonderful coworkers
Amazing place to work!","Your hours will be all over the place, if you’re part time.
Fast work environment.
Getting trained is more like shadowing someone for a couple days then being let loose.",,v,v,v,5,5,4,4,4.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-12-31, Deli Clerk,
5.0,My Opinion,Current Employee,It's a great place to work coworkers are nice and the manager is nice as well. It's a great starting job although as far as career choices go it'd be better to start when your young if you want to make a career out of it.,"There's nothing wrong with working at Publix, it's a great place to be. It's just not my cup of tea.",,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-11-02, Cashier,
5.0,Cashier's Review,"Former Employee, more than 1 year","Employees here seem to truly enjoy their jobs. It's not perfect, but it is definitely pleasurable. Plus, the benefits are also great if one decides to make a career here.",Can be fast-paced depending on location and dealing with customers can be a hassle.,,v,r,v,5,5,5,4,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-12-18, Cashier,
5.0,Grocery Clerk,"Current Employee, less than 1 year","Can be rewarding. Pay is okay for the job, and there is opportunity to move up.",Be prepared to work. It can be physically demanding and you have to put in your time to be considered for promotion unless you shine right from the start,,v,v,v,4,4,5,3,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-02, Grocery Clerk,
4.0,Good part time job,"Former Employee, less than 1 year",Good team and management. Get you up to speed on everything you need to know. They have good resources and funding. Can work with your schedule if you are working more than one job.,"Unexpectedly high amount of unpleasant customers. There are many scenarios where you end up with nothing to do. While you should try to find things to do, management can be a bit unreasonable in this area.",,v,v,r,3,4,4,3,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-15, Cashier,
5.0,Great Company to Work For,"Former Employee, more than 10 years","Good Benefits, Fun Place to Work, Make Good Friends, Job Security, Advancement if you work hard for it","Overwhelming, Busy, Not always enough help,",,v,r,v,4,4,4,4,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-12-09, Grocery Replenishment Specialist,
2.0,publix,Current Employee,"Decent pay, and a flexible schedule",they will schedule you back to back open and closing shifts depending on the management. Very poor handling of Covid,,x,x,r,3,3,1,1,1.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-11-22, Cashier,
4.0,"A career option, if you want to make it a career.","Former Employee, less than 1 year","Plenty of positions in multiple facets of the company, however don't expect to be positioned where you want, expect to be positioned where you're needed.",Advancement is based either on personal connections or opening windows attached to relocation. Little to no chance of being fast-tracked in a local community.,,v,v,x,5,4,3,3,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-11-16, Anonymous Employee,
3.0,Used To Be The Best,"Former Employee, more than 5 years","401K, Benefits Package, Coworkers are among the best people to work with, Managers","Store Managers, District Managers, Anyone on the higher corporate food chain",,x,x,x,4,5,2,1,4.0,3.0,Reviews/Publix-Reviews-E613700.htm,2020-10-19, Grocery Replenishment Specialist,
5.0,"This was both a very lively and social job, which offered good experience and descent starting pay.","Former Employee, more than 1 year","The customers and coworkers, for the most part, were awesome to work with. I learned a lot about the work place and responsibility, as this was my first job. My hours were great and they were very flexible with when I was able to work.","Some of the management did not seem like they wanted to be there. Customers, mainly older, who are loyal, longtime members are usually very cranky.",,v,v,r,5,4,4,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-08, Front Service Clerk (Bagger),
5.0,Great company to work for,"Current Employee, more than 5 years","It is an employee owned company, meaning associate purchase stock to help it grow. The 401K is nice and they offer a variety of opportunities at corporate and national level.",Climbing the corporate ladder can be hard for new associates,,v,v,v,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-11-11, Deli Clerk,
3.0,Meh,Current Employee,"Good company looking from the outside in
Good food and service","Really hard to advance (atleast in the Deli). You are basically competing against a small army of part-timers for the coveted full-time position, and you have to be full-time before you will even be considered for management. 
Starting pay is decent for a retail grocery store but it doesn't increase more than a few dollars in total (which takes years) and isn't enough to keep up with inflation. They just raised the minimum recently ($12.00 per hour for Deli Clerk) but didn't add my previous raises on top of it, so I'm making almost the same as brand new people.",,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-07-15, Deli Clerk,
4.0,Overall good,Current Employee,"Starting pay is decent, when you are self-sufficient the management doesn't stand over your shoulder","Raising expectations of work to be completed and cutting hours simultaneously, training program is basically nonexistant(which happens to work for me), and failure to give the full-time position and pay that goes along with being over a sub department",,v,r,v,4,4,,3,3.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-28, Frozen/Dairy Associate,
4.0,Great Place to Work,Current Employee,"Great opportunities for advancement, and great benefits. Competitive.","There is a certain lack of professionalism and interpersonal communication skills amongst those in management positions. I believe its just something that wasn't taught until very recently, and is still something that needs to be worked on.",,v,r,v,5,4,5,5,3.0,3.0,Reviews/Publix-Reviews-E613700.htm,2020-12-07, Bakery Clerk,
1.0,Fairness,Former Employee,"They offer insurance benefits health, dental and eye exams.",If you work part time please be healthy because if you are ever sick and out of work you have no financial backing like full time workers. There is no disability insurance no vacation time to use! And holiday pay before and after will dwindle think 100.00 pay check with like 17 hours a week!,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-20, Support Worker,
5.0,Great job for young adults!,Former Employee,"This company has amazing benefits, even if you are still a young adult and don't have much job experience! The pay is reasonable and Publix is very strict on overworking minors.","The customers can be a lot to handle, but it is worth it!",,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-12-02, Sales Associate/Cashier,
5.0,Great Workplace!,"Former Employee, less than 1 year",There are a lot of benefits from working at publix and it is also a family friendly work environment. You also get paid weekly and you get very decent hours a week.,Sometimes the store can get very busy at times and it gets hard to manage.,,v,v,v,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-12-01, Front Service Clerk,
