rating,title,status,pros,cons,advice,Recommend,CEO Approval,Business Outlook,Career Opportunities,Compensation and Benefits,Senior Management,Work/Life Balance,Culture & Values,Diversity & Inclusion,firm_link,date,job,index
1.0,Neuromuscular Division Specific,"Former Employee, more than 1 year","KU Med has incredible benefits and continues to strive towards being better. It's clear this institution is heading in the right direction with generous sick leave, programs to donate sick leave to other employees, vacation leave is a separate pool, adequate maternity leave, etc.","Overall, the institution is great to work for but this varies from department to department. Therefore, I want to disclaim that this review is based solely on experiences with the Neuromuscular Division. I did not leave this position negatively (fired, etc.) and was even offered a raise during my time here, but would like to offer my honest opinion of my time within this team.

The Neuromuscular Division is lacking in organization and leadership leading to a dysfunctional environment with little to no training but high accountability. The training process if poorly structured and mostly 'learn as you go' - you are expected to perform near perfectly and will be met with strong criticism when mistakes are made. You will be told during interviews that ""mistakes happen and that's ok"" but will quickly learn this sentiment holds no weight. Very minimal praise is given and your accomplishments will go largely unnoticed. Many of the physicians are great to work with with exclusion to the team leader. He has fostered an environment of fear with his low tolerance of mistakes; discipline even being doled out in front of team members at meetings. There is an adopted method of 'bullying' employees into quitting and very high turnover in this department. An exit interview was requested, but was never granted. Overall, it seems the institution is allowing this destructive environment to continue within this department and thus the high turnover rate continues. If you are considering Clinical Research Coordinator positions at KU Med, consider other departments.",,x,r,r,2,5,1,2,2.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-11-08, Clinical Research Coordinator,
4.0,Depends on your department a lot,"Current Employee, more than 3 years","KUMC has a huge reach in KC and all over the state of Kansas. Some of their facilities, including the Clinical Research Center, are beautiful.",A lot of the research departments are left on their own to figure out how to run trials. It can be very unorganized.,,v,v,o,4,5,1,3,3.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-07-27, Clinical Research Coordinator,
5.0,Research Assistant Review,"Current Employee, more than 1 year",KUMC has a great location and being a research assistant has been the most flexible and rewarding job I have had.,There's not a lot to complain about here. I have been very fortunate with the Principal Investigator that hired me.,,o,o,o,5,5,3,5,3.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-11-19, Research Assistant,
5.0,Overall A Wonderful Place,"Current Employee, more than 1 year","Hours are flexible, managers are understanding, coworkers are great, workload is balanced, and benefits are amazing.","Pay is less than it could/should be (we're state funded), so turnover is fairly high.",,v,r,v,4,5,5,5,5.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-12-18, Clinical Data Coordinator,
2.0,Tough Stuff,"Former Employee, more than 1 year",Obviously getting to help those in need,"Getting lost  in the crowd of so many employees, pay was mediocre, nurses were cruel to CNA's",,o,r,r,2,3,1,2,5.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-03-27, Certified Nursing Assistant CNA,
4.0,Research hospital,"Former Employee, less than 1 year","Just like any other large hospital, good benefits, opportunity to move up",not patient centered. largely a research hospital that will boast that due to its location (no real compeition aside from across the state at barnes),,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-10-21, Nursing Assistant,
4.0,Interventional Radiology Nurse,Current Employee,"Team players, clean work area.",Needs a recruitment and retention plan for employees.,,o,o,o,5,4,3,4,5.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-11-26, Clinical Nurse,
5.0,Great Organization & Culture,"Former Employee, more than 1 year",People are willing to help you succeed and grow during your time on campus - both professionally and academically.,"Parking is awful! Just go ahead and purchase a parking pass, it's worth it.",,v,r,v,4,3,5,4,5.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-09-23, Administrative Assistant,
4.0,A very good interview process.,Current Employee,The process to get hired on is  very smooth everyone in the HR department is very nice and make you feel at ease.,The parking could be a challenge.,,x,v,v,4,4,4,4,4.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-06-22, ,
4.0,Great place to work if you like big organiztions,Current Employee,Great benefits and opportunities to move into different positions,the behemoth of an organization means many things are slow to change.,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-01-28, Education Coordinator,
4.0,Your salary is depends on your supervisors grant,"Current Employee, more than 1 year","If your supervisor has more grant, you can get more salary.","If your supervisor has poor grant, your can get less salary.",,v,r,v,2,4,3,4,3.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-12-20, Postdoctoral Fellow,
3.0,Best Paying Hospital in KC Area,"Current Employee, more than 1 year",Smart Shift up to an extra $25/hour,Very short staffed on some floors. Not able to perform a good job.,,v,v,v,3,4,3,3,4.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-07-01, Registered Nurse,
5.0,The best Company in the Midwest,"Former Employee, more than 3 years",Teamwork is the best asset,No suggestions make at this time,,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-10-04, Anonymous Employee,
4.0,A Great Place To Grow Your Career,"Current Employee, more than 1 year","-Great Academic Environment
-Great Doctors and support staff to work with",-Pay is not as competitive as private market,,v,r,r,4,3,3,5,4.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-12-19, Project Management,
4.0,Great health system,"Current Employee, more than 1 year",Big research health system on the forefront of innovation,"Understaffed and underpaid, they don't really monitor the student doctors.",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-11-09," Registered Nurse, BSN",
4.0,Great benefits,Current Employee,"Great  benefits, rewarding work and good environment","Not stable, based on grant funding.",,o,o,o,3,3,4,3,4.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-04-22, Research Associate,
4.0,Great,"Former Employee, more than 1 year","Wonderful administration, fair salary, forward thinking, cutting edge research.",No cons at this time,,v,v,v,5,3,5,4,4.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-07-26, Clinical Research Coordinator,
4.0,a good place to work,"Current Employee, less than 1 year","great health and retirement benefits, good work life balance","no tuition reimbursement, paying for parking",,v,r,v,4,4,4,5,4.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-11-26, Research Assistant,
3.0,A more academic place to work.,Current Employee,Good benefit.  Good Insurance Plan.,There is not many room to be promoted.,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-03-21, Research Associate,
4.0,Laid back with good pay and benefits,"Current Employee, more than 5 years","Easy, Laid back, Flexible, Guaranteed hours","No room for advancement
Lack of raises",,v,v,v,1,4,3,3,4.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-05-02, Parking Attendant,
4.0,Salary,Current Employee,Benefits are good working for the state.,I can sometimes be an aggressive environment.,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-08-28, Program Director,
4.0,State Employee,"Current Employee, more than 1 year",Tons of days off for inclement weather and holidays off.,"Pays little, too much politics involved.",,o,o,v,4,2,,5,,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-02-06, Anonymous Employee,
4.0,Great Place to work,Current Employee,"Great culture, respected in the community",I do no have any cons,,o,o,o,3,3,2,4,4.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-01-30, Anonymous Employee,
4.0,"Good benefits, flexible hours, low salary","Current Employee, more than 5 years",Good benefits and flexible hours,Low salary compared to alternatives,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-02-01, Research Associate,
5.0,Love,"Current Employee, less than 1 year","Flexible, great experience, peers are great to work with",I do not have any,,v,o,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-02-13, Recruitment Division Assistant,
4.0,Good job,"Former Employee, more than 3 years",Steady work. You won't be bored,Every department is run like a Nursing Department,,v,v,v,4,4,3,4,4.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-06-21, Trainer II,
5.0,Love it!,Current Employee,Great place to work—very supportive environment!,Some micromanaging and difficulty in being independent.,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-09-11, Psychologist,
5.0,Great place to work!,"Current Employee, less than 1 year","Great benefits, holidays, time off",Job can be stressful but rewarding.,,v,r,v,4,5,5,5,4.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-10-16, Anonymous Employee,
3.0,No Room For Growth,"Former Employee, more than 1 year","No Phones
Independent Work
Great Work/Life Balance","No Room for Growth
No Bonuses
Market Based Raise",,x,o,o,1,1,5,5,5.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-02-07, Anonymous Employee,
4.0,Pretty good,"Current Employee, less than 1 year","Nurse friendly
Innovative
Best hospital in KC
Smart/incentive shifts","Patient demographics
Upper management hard to get to",,v,r,r,4,4,3,3,5.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-06-22, Registered Nurse,
5.0,Love my job,"Current Employee, more than 5 years",Great people to work with.,Stressful at times but all good.,,o,o,x,5,4,4,4,4.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-05-13, Anonymous Employee,
4.0,Good Benefits,Former Employee,Co-workers are great.  Good Benefits,No advancement opportunities at the time.,,o,o,o,3,4,2,4,4.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-01-09, Anonymous Employee,
3.0,RN,"Current Employee, more than 10 years","good benefits, tuition reimbursement and competitive pay",cooperation; you often feel like a number,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-09-15," RN, Bsn",
4.0,Salary,"Former Employee, more than 1 year",Great benefits and a great team of co-workers.,At times management was problematic.,,v,v,v,4,4,3,4,4.0,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-09-23, ADN RN,
4.0,Great Collaborative work environment,"Former Employee, less than 1 year",Great team and good science,Limited clinical sample access overall.,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-10-20, Research Technician,
4.0,Kumc,Current Employee,"Benefits, 401k plan, vacation, sick time",Few opportunities for raises and promotions,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/University-of-Kansas-Medical-Center-Reviews-E19581.htm,2019-10-10, Anonymous Employee,
5.0,Great Culture,"Current Employee, less than 1 year","Company is based on meritocratic systems with clear defined goals for advancement within the organization. In depth paid training is offered on a regular basis. Benefits include  Paid time off, Paid sick leave, Paid days where employees are encouraged to donate their time back to the community via non profit organizations, and group supplemental benefits for things like dental, accident and disability are also offered. 

Everyone is encouraged to work together and share knowledge as a group. Its cheesy to say but there really is a family culture within the company.",If you are not an extrovert or a motivated introvert this might not be a good fit for you due to the nature of our industry.,,v,v,v,5.0,5.0,5.0,5.0,5.0,,https://www.glassdoor.com/Reviews/Eighty6-Marketing-Reviews-E1372105.htm,2019-02-08, Business Analyst,
4.0,Great place to work!,"Current Employee, less than 1 year",They are more than willing to make accommodations for the right employee.  They took a chance on me and we were a great match!,"Only 2 minorish cons:
They don't post a weekly schedule.  They post it every night by 8pm for the  next day.  As a single mom that wasn't always the best situation for me.

The other con is that being a 3rd party vendor inside a Sam's Club means that a Sam's Club employee lied about me cursing her out so even though 86 had my back and supported me, Sam's club still said I wasn't allowed to continue working in their store.",,v,v,o,4.0,4.0,5.0,5.0,5.0,,https://www.glassdoor.com/Reviews/Eighty6-Marketing-Reviews-E1372105.htm,2019-07-30, Customer Service Representative,
1.0,This is not a Marketing job it’s door to door sales/ MLM,Former Employee,There aren’t any at all,"This is NOT a Marketing company. You won’t be doing exciting things like tapping into data analytics, marketing automation, content strategy, social media strategy, implementing growth with google ads/ paid search ETC- everything a real marketing person does. It’s 2019. 

Door to door sales is not a real marketing job. 

I love their fake reviews on here. Don’t waste your time",,o,r,x,1.0,1.0,1.0,1.0,1.0,,https://www.glassdoor.com/Reviews/Eighty6-Marketing-Reviews-E1372105.htm,2019-06-22, Marketing Coordinator,
